name,rating,price,restaurant_type,description,address,google_maps_url
Le Cadoret,4.3,€20–30,Restaurant,Typical French food & set menu options at a cozy corner restaurant with a street terrace.,"1 Rue Pradier, 75019 Paris, France","https://www.google.fr/maps/place/Le+Cadoret/@48.8747781,2.3449585,4281m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+19!3m6!1s0x47e66de8162d5d81:0x1a563eed8e7b936e!8m2!3d48.8747781!4d2.3810074!15sChNyZXN0YXVyYW50IHBhcmlzIDE5WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTmSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11f2sxx90y?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Mensae,4.5,$$,Restaurant,"Upscale venue for high-end French classics, sharing plates & wines, in a modern, minimalist space.","23 Rue Melingue, 75019 Paris, France","https://www.google.fr/maps/place/Mensae/@48.8854104,2.3649778,4280m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+19!3m6!1s0x47e66dc1fe814a15:0x5c51e24b963cf558!8m2!3d48.8757226!4d2.3855878!15sChNyZXN0YXVyYW50IHBhcmlzIDE5WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTmSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F1tdm30j5?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Chez JJ,4.7,€20–30,Restaurant,,"174 Av. Jean Jaurès, 75019 Paris, France","https://www.google.fr/maps/place/Chez+JJ/@48.8854104,2.3649778,4280m/data=!3m1!1e3!4m11!1m3!2m2!1srestaurant+paris+19!6e5!3m6!1s0x47e66d7cf577ab79:0x9913f79dccb2c3a6!8m2!3d48.8875384!4d2.3892571!15sChNyZXN0YXVyYW50IHBhcmlzIDE5WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTmSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11h8hddh3s?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Symphony | Restaurant Italien | Restaurant Villette | Restaurant Paris 19,4.6,€20–30,Italian restaurant,,"25 Sente des Dorées, 75019 Paris, France","https://www.google.fr/maps/place/La+Mascotte/@48.8901919,2.3415123,4280m/data=!3m1!1e3!4m11!1m3!2m2!1srestaurant+paris+19!6e5!3m6!1s0x47e66dd170226509:0x85012b0ea8316d5b!8m2!3d48.8901919!4d2.3775612!15sChNyZXN0YXVyYW50IHBhcmlzIDE5WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTmSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F1tnhxn3s?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Bistrot La Grange - Restaurant Paris 5,4.6,€10–20,Restaurant,,"17 Rue Lagrange, 75005 Paris, France","https://www.google.fr/maps/place/Bistrot+La+Grange+-+Restaurant+Paris+5/@48.8508557,2.3125099,4283m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+5!3m6!1s0x47e671e6b6a87649:0x268c49eb08c98b75!8m2!3d48.8508557!4d2.3485588!15sChJyZXN0YXVyYW50IHBhcmlzIDVaFCIScmVzdGF1cmFudCBwYXJpcyA1kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F1tf9mkm4?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
L'Epoque,4.4,€20–30,French restaurant,"Fixed-price menus of scallops, beef tartare & burgers in a cozy space with art nouveau flourishes.","81 Rue du Cardinal Lemoine, 75005 Paris, France","https://www.google.fr/maps/place/L'Epoque/@48.8508557,2.3125099,4283m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+5!3m6!1s0x47e671ef37dd2eff:0x74f6f4444f9ee77d!8m2!3d48.8447538!4d2.3497468!15sChJyZXN0YXVyYW50IHBhcmlzIDVaFCIScmVzdGF1cmFudCBwYXJpcyA1kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1thd5_9h?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
La Pie Noir,4.7,€30–50,French restaurant,,"5 Rue de la Montagne Ste Geneviève, 75005 Paris, France","https://www.google.fr/maps/place/La+Pie+Noir/@48.8508557,2.3125099,4283m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+5!3m6!1s0x47e671e69ad88d65:0x225664a39b30c23c!8m2!3d48.84928!4d2.3488684!15sChJyZXN0YXVyYW50IHBhcmlzIDVaFCIScmVzdGF1cmFudCBwYXJpcyA1kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11g6qgs8d1?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Selva,4.8,,Latin American restaurant,Casual restaurant with vibrant decor plating traditional Latin-American seafood & meat dishes.,"22 Rue du Sommerard, 75005 Paris, France","https://www.google.fr/maps/place/Selva/@48.8508557,2.3125099,4283m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+5!3m6!1s0x47e671378f549221:0xf80e90a9ab73f630!8m2!3d48.8503777!4d2.3447208!15sChJyZXN0YXVyYW50IHBhcmlzIDVaFCIScmVzdGF1cmFudCBwYXJpcyA1kgEZbGF0aW5fYW1lcmljYW5fcmVzdGF1cmFudOABAA!16s%2Fg%2F11k2wqpnjl?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
La Méthode - Restaurant Paris 5,4.3,€20–30,French restaurant,,"2 Rue Descartes, 75005 Paris, France","https://www.google.fr/maps/place/La+M%C3%A9thode+-+Restaurant+Paris+5/@48.8508557,2.3125099,4283m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+5!3m6!1s0x47e671e613abdd8d:0x546ed10f6a58969f!8m2!3d48.847217!4d2.348376!15sChJyZXN0YXVyYW50IHBhcmlzIDVaFCIScmVzdGF1cmFudCBwYXJpcyA1kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tp07dsr?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Caluche,4.6,€30–40,Restaurant,,"12 Rue de Mirbel, 75005 Paris, France","https://www.google.fr/maps/place/Caluche/@48.8508557,2.3125099,4283m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+5!3m6!1s0x47e671f0bf570f1d:0xd83224884519bdb0!8m2!3d48.8410834!4d2.3508551!15sChJyZXN0YXVyYW50IHBhcmlzIDVaFCIScmVzdGF1cmFudCBwYXJpcyA1kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11lbcc8mcm?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
OTTO by Eric Trochon,4.7,,Restaurant,,"5 Rue Mouffetard, 75005 Paris, France","https://www.google.fr/maps/place/OTTO+by+Eric+Trochon/@48.8508557,2.3125099,4283m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+5!3m6!1s0x47e67167276ea5c7:0xbd902525b39d7fa5!8m2!3d48.8448489!4d2.3493675!15sChJyZXN0YXVyYW50IHBhcmlzIDVaFCIScmVzdGF1cmFudCBwYXJpcyA1kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11k518ck8n?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Au Moulin à Vent,4.7,$$,Bistro,,"20 Rue des Fossés Saint-Bernard, 75005 Paris, France","https://www.google.fr/maps/place/Au+Moulin+%C3%A0+Vent/@48.8508557,2.3125099,4283m/data=!3m2!1e3!5s0x47e671e4d6756f45:0xd102a2b16646802d!4m10!1m2!2m1!1srestaurant+paris+5!3m6!1s0x47e671e4d5dcdf3b:0xdea1a86742b1e31c!8m2!3d48.8485574!4d2.3547648!15sChJyZXN0YXVyYW50IHBhcmlzIDVaFCIScmVzdGF1cmFudCBwYXJpcyA1kgEGYmlzdHJv4AEA!16s%2Fg%2F1th48q61?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
L'invitée,4.5,$$,French restaurant,"Creative dishes, organic wine & cocktails offered in a relaxed, stylish environment.","8 Rue Thénard, 75005 Paris, France","https://www.google.fr/maps/place/L'invit%C3%A9e/@48.8508557,2.3125099,4283m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+5!3m6!1s0x47e671c4188d6799:0xc2496eb189879108!8m2!3d48.849994!4d2.3458868!15sChJyZXN0YXVyYW50IHBhcmlzIDVaFCIScmVzdGF1cmFudCBwYXJpcyA1kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11gv0slnl2?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Atelier Carnem,4.6,,Meat dish restaurant,International meats paired with wine in a rustic-chic eatery with stone walls & a sand floor.,"5 Rue du Pot de Fer, 75005 Paris, France","https://www.google.fr/maps/place/Atelier+Carnem/@48.8508557,2.3125099,4283m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+5!3m6!1s0x47e671eed2407ae9:0x61a957417b8b8988!8m2!3d48.8429061!4d2.3492088!15sChJyZXN0YXVyYW50IHBhcmlzIDVaFCIScmVzdGF1cmFudCBwYXJpcyA1kgEPbWVhdF9yZXN0YXVyYW504AEA!16s%2Fg%2F11fz9jykgt?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Refuge du Passé,4.5,$$,Restaurant,,"32 Rue du Fer à Moulin, 75005 Paris, France","https://www.google.fr/maps/place/Le+Refuge+du+Pass%C3%A9/@48.8508557,2.3125099,4283m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+5!3m6!1s0x47e671ed99950e6f:0xf6cfbd8e80122f01!8m2!3d48.839012!4d2.353237!15sChJyZXN0YXVyYW50IHBhcmlzIDVaFCIScmVzdGF1cmFudCBwYXJpcyA1kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F1tfj2gz9?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Passage,4.2,€20–30,French restaurant,,"46 Rue des Fossés Saint-Bernard, 75005 Paris, France","https://www.google.fr/maps/place/Le+Passage/@48.8508557,2.3125099,4283m/data=!3m2!1e3!5s0x47e671e511f4d017:0x4df5bb63a73337b8!4m10!1m2!2m1!1srestaurant+paris+5!3m6!1s0x47e671e5118e16ef:0x7dac3e7dcde6b8e5!8m2!3d48.8475655!4d2.3529997!15sChJyZXN0YXVyYW50IHBhcmlzIDVaFCIScmVzdGF1cmFudCBwYXJpcyA1kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11cnb6ydtk?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Petit Prince de Paris,4.1,$$,Fine dining restaurant,"Cozy restaurant with whimsical decor, making refined French dishes incorporating high-end products.","12 Rue de Lanneau, 75005 Paris, France","https://www.google.fr/maps/place/Le+Petit+Prince+de+Paris/@48.8508557,2.3125099,4283m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+5!3m6!1s0x47e671e7ab171bb1:0x56afe1674a74f344!8m2!3d48.848434!4d2.3465274!15sChJyZXN0YXVyYW50IHBhcmlzIDVaFCIScmVzdGF1cmFudCBwYXJpcyA1kgEWZmluZV9kaW5pbmdfcmVzdGF1cmFudOABAA!16s%2Fg%2F1vf9bp39?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
El Cervantes,4.7,€20–30,Restaurant,,"46 Rue Daubenton, 75005 Paris, France","https://www.google.fr/maps/place/El+Cervantes/@48.8508557,2.3125099,4283m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+5!3m6!1s0x47e671ec3d79f857:0x8540e839858aa175!8m2!3d48.84022!4d2.350232!15sChJyZXN0YXVyYW50IHBhcmlzIDVaFCIScmVzdGF1cmFudCBwYXJpcyA1kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F1v29b9zl?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Vieux Bistrot,4.6,€20–40,French restaurant,Familiar dishes served in a quaint restaurant featuring wood beams & exposed-stone walls.,"54 Rue Mouffetard, 75005 Paris, France","https://www.google.fr/maps/place/Le+Vieux+Bistrot/@48.8508557,2.3125099,4283m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+5!3m6!1s0x47e671eed6d33509:0x773905fbeb3aae97!8m2!3d48.8432749!4d2.349451!15sChJyZXN0YXVyYW50IHBhcmlzIDVaFCIScmVzdGF1cmFudCBwYXJpcyA1kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1yh9nch9_?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
narro,4.7,$$$,Restaurant,"Charming, brick-walled bistro with outdoor seating serving upscale local dishes for lunch & dinner.","72 Rue du Cardinal Lemoine, 75005 Paris, France","https://www.google.fr/maps/place/narro/@48.8508557,2.3125099,4283m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+5!3m6!1s0x47e6718bc3a4ed09:0xaf9f8fef13d66bb1!8m2!3d48.8449342!4d2.3495977!15sChJyZXN0YXVyYW50IHBhcmlzIDVaFCIScmVzdGF1cmFudCBwYXJpcyA1kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11j90s4mr1?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Papilla,4.6,€20–30,Italian restaurant,,"9 Rue Soufflot, 75005 Paris, France","https://www.google.fr/maps/place/Papilla/@48.8508557,2.3125099,4283m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+5!3m6!1s0x47e671d8ca617743:0x615018694e36db5b!8m2!3d48.8467327!4d2.3429921!15sChJyZXN0YXVyYW50IHBhcmlzIDVaFCIScmVzdGF1cmFudCBwYXJpcyA1kgESaXRhbGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11p64slq56?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
,,€10–20,Lebanese restaurant,,"14 Av. de Versailles, 75016 Paris, France","https://www.google.fr/maps/place/Zamane+16/@48.8507848,2.2049525,8566m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+16!3m6!1s0x47e671ccdc375de5:0x3693a4a8834bbbae!8m2!3d48.8507848!4d2.2770503!15sChNyZXN0YXVyYW50IHBhcmlzIDE2WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTaSARNsZWJhbmVzZV9yZXN0YXVyYW504AEA!16s%2Fg%2F11t7czpwhs?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Marceau,4.0,$$,Restaurant,,"39 Av. Marceau, 75016 Paris, France","https://www.google.fr/maps/place/Le+Marceau/@48.8684837,2.2265691,8563m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+16!3m6!1s0x47e66fe8552fac91:0x14f17384b1e589d9!8m2!3d48.8684837!4d2.2986669!15sChNyZXN0YXVyYW50IHBhcmlzIDE2WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTaSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11b6d4176l?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Tournesol Paris 16e,4.4,,French restaurant,"Classics like foie gras & tartare, plus a long wine list, in an ornate room or at terrace tables.","2 Av. de Lamballe, 75016 Paris, France","https://www.google.fr/maps/place/Le+Tournesol+Paris+16e/@48.8546791,2.2110191,8565m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+16!3m6!1s0x47e67003ced91a83:0x83b0d1a412800b9f!8m2!3d48.8546791!4d2.2831169!15sChNyZXN0YXVyYW50IHBhcmlzIDE2WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTaSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F1tcvhd8s?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Numéro 41,4.4,€20–40,Restaurant,,"41 Av. Mozart, 75016 Paris, France","https://www.google.fr/maps/place/Num%C3%A9ro+41/@48.8551768,2.1980462,8565m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+16!3m6!1s0x47e67aac601cbedf:0x57ae5a47c10262e3!8m2!3d48.8551768!4d2.270144!15sChNyZXN0YXVyYW50IHBhcmlzIDE2WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTaSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11bxbb47p0?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Récepteur,4.5,$$,Brasserie,"Casual, old-fashioned bistro with a patio offering sophisticated entrees & a menu of regional wines.","3 Av. Théophile Gautier, 75016 Paris, France","https://www.google.fr/maps/place/Le+R%C3%A9cepteur/@48.8510485,2.2031622,8566m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+16!3m6!1s0x47e67aa9bf58226d:0x1a05961aae4c56d6!8m2!3d48.8510485!4d2.27526!15sChNyZXN0YXVyYW50IHBhcmlzIDE2WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTaSARRyZXN0YXVyYW50X2JyYXNzZXJpZeABAA!16s%2Fg%2F1pp2v0lxw?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
ANDIA,4.2,$$,Restaurant,Latin American cuisine & cocktails are served in this sumptuous restaurant with a leafy terrace.,"19 Chau. de la Muette, 75016 Paris, France","https://www.google.fr/maps/place/ANDIA/@48.8581596,2.2001391,8565m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+16!3m6!1s0x47e66554b03212e9:0x68c1f0f2d6143481!8m2!3d48.8581596!4d2.2722369!15sChNyZXN0YXVyYW50IHBhcmlzIDE2WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTaSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F1q5bndbjx?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Brasserie Victor Hugo,3.5,$$,French restaurant,,"4 Pl. Victor Hugo, 75016 Paris, France","https://www.google.fr/maps/place/Brasserie+Victor+Hugo/@48.8701001,2.2134209,8563m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+16!3m6!1s0x47e66fd3e4976c89:0xe4672fb4b760be6d!8m2!3d48.8701001!4d2.2855187!15sChNyZXN0YXVyYW50IHBhcmlzIDE2WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTaSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F11fn7t379r?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
LA TERRASSE,4.4,€10–20,Italian restaurant,"Bohemian brasserie with a terrace offering tapas & classic Italian mains, plus a robust drink list.","5 Pl. de Barcelone, 75016 Paris, France","https://www.google.fr/maps/place/LA+TERRASSE/@48.8474684,2.2009308,8567m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+16!3m6!1s0x47e67ba17410d47b:0xd316723fa9a4b3d6!8m2!3d48.8474684!4d2.2730286!15sChNyZXN0YXVyYW50IHBhcmlzIDE2WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTaSARJpdGFsaWFuX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tl9lx9v?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
New Jawad Longchamp,4.7,€20–30,Indian restaurant,"Classic tandoori dishes, meat & veg curries, plus biryani, in an upscale venue with a terrace.","30 Rue de Longchamp, 75116 Paris, France","https://www.google.fr/maps/place/New+Jawad+Longchamp/@48.86516,2.2181232,8564m/data=!3m2!1e3!5s0x47e66fe52163e2b7:0xcbc95cf17ede8b2f!4m10!1m2!2m1!1srestaurant+paris+16!3m6!1s0x47e66fe52128b4cf:0x38b952761283d0a0!8m2!3d48.86516!4d2.290221!15sChNyZXN0YXVyYW50IHBhcmlzIDE2WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTaSARFpbmRpYW5fcmVzdGF1cmFudOABAA!16s%2Fg%2F12mh4hfr4?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Villa Sophia,4.5,€20–30,Italian restaurant,,"53 Rue de Chaillot, 75116 Paris, France","https://www.google.fr/maps/place/Villa+Sophia/@48.868299,2.2264172,8563m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+16!3m6!1s0x47e66fe868f0cbe3:0xc8a2b598d696f46e!8m2!3d48.868299!4d2.298515!15sChNyZXN0YXVyYW50IHBhcmlzIDE2WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTaSARJpdGFsaWFuX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1q5bvljm6?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Bistro de Longchamp,4.5,€20–30,Restaurant,"Laid-back, modern venue for classic dishes like steak frites & charcuterie plates, plus beers.","40 Rue de Longchamp, 75116 Paris, France","https://www.google.fr/maps/place/Le+Bistro+de+Longchamp/@48.8651265,2.2172316,8564m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+16!3m6!1s0x47e66fe52ba15941:0x4f85a6b84b4b76b!8m2!3d48.8651265!4d2.2893294!15sChNyZXN0YXVyYW50IHBhcmlzIDE2WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTaSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F1thzn65s?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
JACQUES,4.6,€30–40,Restaurant,,"129 Av. Victor Hugo, 75116 Paris, France","https://www.google.fr/maps/place/JACQUES/@48.8678748,2.2094481,8563m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+16!3m6!1s0x47e66f6ffa72e6f7:0xd7199368c2405570!8m2!3d48.8678748!4d2.2815459!15sChNyZXN0YXVyYW50IHBhcmlzIDE2WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTaSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11h392dx8g?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Bois,4.3,€20–40,French restaurant,"Trendy, family-friendly bistro with a popular terrace for Caesar salads, burgers & crème caramel.","29 Rue Bois le Vent, 75016 Paris, France","https://www.google.fr/maps/place/Le+Bois/@48.8575868,2.2018977,8565m/data=!3m2!1e3!5s0x47e67aab2ca23bd1:0x161aac551380214e!4m10!1m2!2m1!1srestaurant+paris+16!3m6!1s0x47e67aab2c9028ad:0x95e1f94030d0717c!8m2!3d48.8575868!4d2.2739955!15sChNyZXN0YXVyYW50IHBhcmlzIDE2WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTaSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F11c1qwb2w2?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Restaurant Étude Paris 16,4.6,€100+,Restaurant,"Fine dining venue offering contemporary, thoughtfully sourced French plates, including vegan fare.","14 Rue du Bouquet de Longchamp, 75116 Paris, France","https://www.google.fr/maps/place/Restaurant+%C3%89tude+Paris+16/@48.8658383,2.2188446,8564m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+16!3m6!1s0x47e66fe513f78f97:0x76f0e0bc690f57a9!8m2!3d48.8658383!4d2.2909424!15sChNyZXN0YXVyYW50IHBhcmlzIDE2WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTaSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F1pt_m652q?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Stella,3.9,$$$,Brasserie,"Seasonal specialties are served in this long-standing, genteel brasserie with a terrace.","133 Av. Victor Hugo, 75016 Paris, France","https://www.google.fr/maps/place/Le+Stella/@48.867548,2.2086254,8563m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+16!3m6!1s0x47e66ff77f0ec645:0xd1c958040398b429!8m2!3d48.867548!4d2.2807232!15sChNyZXN0YXVyYW50IHBhcmlzIDE2WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTaSARRyZXN0YXVyYW50X2JyYXNzZXJpZeABAA!16s%2Fg%2F1tcwkwpj?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Il Cottage,4.0,€20–40,Italian restaurant,Lively classic Italian a la carte cafe with a rooftop terrace offering pizza & pasta.,"1 Bd Lannes, 75116 Paris, France","https://www.google.fr/maps/place/Il+Cottage/@48.8705865,2.2031068,8563m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+16!3m6!1s0x47e665591dd42125:0xe19130950689c7f2!8m2!3d48.8705865!4d2.2752046!15sChNyZXN0YXVyYW50IHBhcmlzIDE2WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTaSARJpdGFsaWFuX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11b7xqrfpf?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
